ID,en name,zh-hans name,aliases,instance of,subclass of
Q52919,Sherry Turkle,,,Q5,
Q52920,Fredrik Reinfeldt,,,Q5,
Q52927,Charles XIV John of Sweden,,"King of Sweden Charles XIV John
roi de Suède et de Norvège Charles XIV
King of Sweden and Norway Carolus Joannes
King of Norway Charles III John
King of Sweden and Norway Karl XIV
re di Svezia Karl XIV Johan
Prince of Ponte Corvo Charles Jean
König Karl Johann XIV. Schweden
Jean-Baptiste Bernadotte
król Szwecji i Norweg Karol XIV Jan
King of Sweden and Norway Carl XIV Johan
King of Sweden and Norway Charles XIV John
King of Sweden and Norway Jean-Baptiste Jules Bernadotte
kung av Sverige och Norge Karl XIV Johan
King of Sweden and Norway Karl XIV Johan
",Q5,
Q52928,Charles XIII of Sweden,,"Karl XIII
",Q5,
Q52939,Charles IX of Sweden,,"Karl IX
",Q5,
Q52944,John III of Sweden,,"Johan III
",Q5,
Q52952,The Royal-Imperial Route in Poznań,,,,
Q52959,Bagnara di Romagna,,,Q747074,
Q52961,"Royal Castle, Poznań",,,Q23413,
Q52968,Erik Gustaf Boström,,,Q5,
Q52971,Crown Tribunal,,,,
Q52976,Raczyński Library in Poznań,,"E. Raczynski Municipal Public Library
",Q7075,
Q52977,Poznan University Library,,,"Q811979
Q1622062",
Q52978,Conselice,,,Q747074,
Q52979,Transatlantyk - Poznań International Film and Music Festival,,,Q220505,Q868557
Q52980,Cotignola,,,Q747074,
Q52982,Fusignano,,,Q747074,
Q52984,Massa Lombarda,,,Q747074,
Q52986,Tintin,,,"Q15632617
Q1114461
Q215972",
Q52987,Riolo Terme,,,Q747074,
Q53000,Sinnonhyeon Station,,,"Q928830
Q55488",
Q53015,Luigi Comencini,,,Q5,
Q53016,Giuseppe De Santis,,,Q5,
Q53020,Carmine Gallone,,,Q5,
Q53021,Habsburger Unterlippe,,"Habsburg jaw
",,Q1968264
Q53024,Raffaello Matarazzo,,,Q5,
Q53027,Kosmos 268,,DS-P1-Yu No.18,Q13422115,
Q53030,Kosmos 277,,DS-P1-Yu No.20,Q13422115,
Q53036,Kosmos 295,,DS-P1-Yu No.29,Q13422115,
Q53044,Elio Petri,,,Q5,
Q53058,Kosmos 311,,DS-P1-Yu No.27,Q13422115,
Q53065,Kosmos 327,,DS-P1-I No.8,Q49459,
Q53066,Kosmos 334,,"Cosmos 334
DS-P1-Yu #31",Q13422115,
Q53067,Korail Class 5000,,,,
Q53074,Saguday,,,Q24764,
Q53076,Saltillo Affair,,,,
Q53081,Baler,,,Q24764,
Q53082,Aeromar,,"Transportes Aeromar, S.A. de C.V
",Q46970,
Q53083,Casiguran,,,Q24764,
Q53086,Dinalungan,,,Q24764,
Q53087,Dingalan,,,Q24764,
Q53095,Hopscotch,,,Q11424,
Q53097,Acura,,,Q4830453,
Q53099,hyrax,,"dassies
Hyracoidea
",Q310890,
Q53100,Charlotte Amalie of Hesse-Wanfried,,"Charlotte Amalie von Hessen-Wanfried
",Q5,
Q53104,Kylie Minogue singles discography,,,Q273057,
Q53105,Moscow Does Not Believe in Tears,,,Q11424,
Q53111,Miloš Kopecký,,,Q5,
Q53112,Xerinae,,,Q16521,
Q53120,Dylan McDermott,,,Q5,
Q53122,Pusan National University,,,Q3918,
Q53123,Capriva del Friuli,,,Q747074,
Q53128,Fogliano Redipuglia,,,Q747074,
Q53130,"Grado, Friuli-Venezia Giulia",,,Q747074,
Q53137,Ronchi dei Legionari,,,Q747074,
Q53141,San Floriano del Collio,,,Q747074,
Q53155,Budoia,,,Q747074,
Q53157,Casarsa della Delizia,,,Q747074,
Q53159,Cavasso Nuovo,,,Q747074,
Q53164,Clauzetto,,,Q747074,
Q53165,Cordenons,,,Q747074,
Q53169,Peja,,"Ryszard Andrzejewski
",Q5,
Q53173,Frisanco,,,Q747074,
Q53174,Maniago,,,Q747074,
Q53181,Polcenigo,,,Q747074,
Q53186,Krzysztof Grabowski,,,Q5,
Q53192,San Martino al Tagliamento,,,Q747074,
Q53193,San Quirino,,,Q747074,
Q53200,Tramonti di Sotto,,,Q747074,
Q53201,Travesio,,,Q747074,
Q53205,Vivaro,,,Q747074,
Q53208,Fort Winiary,,,Q811979,
Q53213,"Amaro, Friuli",,,Q747074,
Q53214,Ampezzo,,,Q747074,
Q53216,Aquileia,,,"Q747074
Q839954",
Q53219,DNS cache poisoning,,"cache poisoning attack
cache poisoning attacks
DNS spoofing
",,Q3700500
Q53222,Digital Living Network Alliance,,,Q163740,
Q53226,Bicinicco,,,Q747074,
Q53230,Buttrio,,,Q747074,
Q53236,Cassacco,,,Q747074,
Q53239,Cavazzo Carnico,,,Q747074,
Q53249,Comeglians,,,Q747074,
Q53251,Coseano,,,Q747074,
Q53254,Drenchia,,,Q747074,
Q53279,"Manzano, Friuli",,"Manzano
",Q747074,
Q53280,Marano Lagunare,,,Q747074,
Q53283,Mereto di Tomba,,,Q747074,
Q53285,Moimacco,,,Q747074,
Q53291,Muzzana del Turgnano,,,Q747074,
Q53294,Arvid Lindman,,,Q5,
Q53296,Nimis,,,Q747074,
Q53297,Osoppo,,,Q747074,
Q53301,Palazzolo dello Stella,,,Q747074,
Q53310,Nils Edén,,,Q5,
Q53311,Luojiajiao,,,Q839954,
Q53314,Pozzuolo del Friuli,,,Q747074,
Q53325,Arthur Ashe,,"Arthur Robert Ashe , Jr.
",Q5,
Q53330,Raveo,,,Q747074,
Q53331,Pauline Betz,,,Q5,
Q53336,Madison Brengle,,,Q5,
Q53337,Resiutta,,,Q747074,
Q53341,Rive d'Arcano,,,Q747074,
Q53348,Ruda,,,Q747074,
Q53352,Taschenlexikon der Pflanzen Deutschlands und angrenzender Länder : die häufigsten mitteleuropäischen Arten im Porträt,,,Q3331189,
Q53353,Puella Magi Madoka Magica,,,"Q7889
Q11086742
Q8274",
Q53358,San Pietro al Natisone,,,Q747074,
Q53359,San Vito al Torre,,,Q747074,
Q53362,Bakemonogatari,,,"Q7889
Q747381
Q1107
Q11086742",
Q53368,Sutrio,,,Q747074,
Q53371,Dorothy Cheney,,"Dorothy May Bundy Cheney
Dorothy May Bundy
",Q5,
Q53372,Julia Cohen,,,Q5,
Q53377,Former Residence of Zhang Wentian,,,Q3947,
Q53378,Tavagnacco,,,Q747074,
Q53381,Tolmezzo,,,Q747074,
Q53384,Trasaghis,,,Q747074,
Q53390,Maureen Connolly,,"Maureen Catherine Connolly
Maureen Catherine Connolly Brinker
",Q5,
Q53391,Venzone,,,"Q747074
Q486972",
Q53392,Verzegnis,,,"Q747074
Q486972",
Q53393,Jimmy Connors,,"James Scott Connors
",Q5,
Q53395,Villa Santina,,,Q747074,
Q53397,Villa Vicentina,,,Q747074,
Q53416,Poznań Junikowo,,,Q55678,
Q53417,Poznań Karolin,,,Q55678,
Q53418,Irina Falconi,,,Q5,
Q53419,Kiekrz,,,Q55488,
Q53422,Mardy Fish,,,Q5,
Q53423,Poznań Krzesiny,,,Q55678,
Q53427,Poznań Wola,,,Q55488,
Q53434,Święty Marcin,,,,
Q53435,Mieszko I,,,Q5,
Q53443,Bolesław V the Chaste,,,Q5,
Q53444,Frederick Augustus I of Saxony,,,Q5,
Q53451,John I Albert,,,Q5,
Q53454,John III Sobieski,,"Jan III Sobieski
",Q5,
Q53465,Péter Gervai,,"Gervai Péter
",Q5,
Q53469,Aptosimum,,,Q16521,
Q53471,Bruno Pupparo,,,Q5,
Q53476,Lamiaceae,,"Labiatae
",Q16521,
Q53477,Martyniaceae,,,Q16521,
Q53479,Stuxnet,,"W32.Stuxnet
RootkitTmphider
W32.Temphid",Q180712,Q180712
Q53480,Liliaceae,,,Q16521,
Q53482,Valgejõgi,,,Q4022,
Q53484,Syas River,,,Q4022,
Q53499,Botricello,,,Q747074,
Q53508,Cerva,,,Q747074,
Q53510,Cicala,,,"Q747074
Q486972",
Q53516,Kosmos 378,,DS-U2-IP No.1,Q14941040,
Q53517,Davoli,,,Q747074,
Q53518,Decollatura,,,Q747074,
Q53519,Kosmos 380,,DS-P1-Yu No.26,Q13422115,
Q53520,Falerna,,,Q747074,
Q53523,Fossato Serralta,,,Q747074,
Q53528,Girifalco,,,Q747074,
Q53529,Kosmos 393,,DS-P1-Yu No.34,Q13422115,
Q53533,Isca sullo Ionio,,,Q747074,
Q53538,Kosmos 408,,DS-P1-Yu No.37,Q13422115,
Q53542,Kosmos 426,,DS-U2-K No.1,Q14941038,
Q53545,Jan-Michael Gambill,,,Q5,
Q53547,Vitas Gerulaitis,,"Vytautas Kevin Gerulaitis
",Q5,
Q53553,Alexa Glatch,,,Q5,
Q53560,Tommy Haas,,,Q5,
Q53561,Jamie Hampton,,,Q5,
Q53564,Doris Hart,,,Q5,
Q53570,Barbara Jordan,,,Q5,
Q53571,Kosmos 455,,DS-P1-Yu No.54,Q13422115,
Q53582,Closed and open form in drama,,,Q571,
Q53585,Hamburgische Dramaturgie,,,Q7725634,
Q53590,The Two Noble Kinsmen,,,Q25379,
Q53592,From the Earth to the Moon,,,Q571,
Q53595,Pranas Brazinskas,,,Q5,
Q53599,Kosmos 562,,DS-P1-Yu No. 63,Q13422115,
Q53606,Philammon,,,Q22988604,
Q53613,Kosmos 686,,,Q13422115,
Q53615,Kosmos 703,,,Q13422115,
Q53616,Kosmos 705,,DS-P1-Yu No.75,Q13422115,
Q53621,Pristimantis,,,Q16521,
Q53623,Gustav Albert Peter,,"Peter
",Q5,
Q53625,Kosmos 8,,"DS-K-8 No.1
Sputnik 18",,
Q53628,Oscar von Sydow,,,Q5,
Q53634,Kosmos 850,,,Q13422115,
Q53636,Anura,,"frog
",Q16521,
Q53639,Kosmos 909,,,Q26540,
Q53644,Magisano,,,Q747074,
Q53661,Olivadi,,,Q747074,
Q53663,Caudata,,"the salamanders
",Q16521,
Q53667,Markus Traber,,,Q5,
Q53668,Lovex,,,Q215380,
Q53670,Pentone,,,Q747074,
Q53672,Mo Hayder,,,Q5,
Q53680,Jeff Daniels,,,Q5,
Q53692,Operation Pillar of Cloud,,,Q645883,
Q53696,Hylidae,,"Tree frog
Hylid
",Q16521,
Q53698,Long March 1,,,Q41291,Q53665
Q53701,Axel Pehrsson-Bramstorp,,,Q5,
Q53709,Sellia Marina,,,Q747074,
Q53711,Sierra de Guadarrama,,,Q46831,
Q53714,Chord Overstreet,,"Chord Paul Overstreet
",Q5,
Q53716,Serrastretta,,,Q747074,
Q53717,Sersale,,,Q747074,
Q53724,Soveria Mannelli,,,Q747074,
Q53726,Soveria Simeri,,,Q747074,
Q53727,Squillace,,,Q747074,
Q53728,Stalettì,,,Q747074,
Q53740,Ingvar Carlsson,,,Q5,
Q53744,Defoliant,,,,
Q53747,Göran Persson,,"Goran Persson
Goeran Persson
",Q5,
Q53754,obsidian,,,Q107749,
Q53757,Hohenmocker,,,Q262166,
Q53766,"Sommersdorf, Mecklenburg-Vorpommern",,,Q262166,
Q53767,Utzedel,,,Q262166,
Q53777,Breesen,,"Breesen, Germany
Breesen, Mecklenburg-Vorpommern
Breesen, Mecklenburgische Seenplatte
Breesen Municipality
",Q262166,
Q53782,Gnevkow,,,Q262166,
Q53783,Enver Hoxha,,,Q5,
Q53786,Grischow,,,Q262166,
Q53791,Röckwitz,,,Q262166,
Q53793,Siedenbollentin,,,Q262166,
Q53797,"Wildberg, Mecklenburg-Vorpommern",,,Q262166,
Q53812,Myza-Ivanovka,,,"Q2514025
Q192287",
Q53820,Aiello Calabro,,,Q747074,
Q53823,Albidona,,,Q747074,
Q53828,Amendolara,,,Q747074,
Q53835,Belmonte Calabro,,,Q747074,
Q53848,Campana,,,Q747074,
Q53850,Cariati,,,"Q747074
Q486972",
Q53855,Castrolibero,,,Q747074,
Q53857,Castrovillari,,,Q747074,
Q53858,Celico,,,Q747074,
Q53867,"Civita, Calabria",,"Civita
",Q747074,
Q53869,Colosimi,,,Q747074,
Q53871,Cropalati,,,"Q747074
Q486972",
Q53877,Fagnano Castello,,,Q747074,
Q53880,Firmo,,,Q747074,
Q53886,"Grimaldi, Calabria",,"Grimaldi
",Q747074,
Q53894,"Longobardi, Calabria",,"Longobardi
",Q747074,
Q53899,,,,"Q5084
Q192287",
Q53903,Malito,,,Q747074,
Q53907,Vlotho,,,Q262166,
Q53917,Montalto Uffugo,,,Q747074,
Q53933,Pedivigliano,,,Q747074,
Q53935,Pietrafitta,,,"Q747074
Q486972",
Q53937,Plataci,,,Q747074,
Q53950,"Rose, Calabria",,"Rose
",Q747074,
Q53954,Rovito,,,Q747074,
Q53957,San Cosmo Albanese,,,Q747074,
Q53958,Nóvoye Koléno,,,"Q5084
Q192287",
Q53961,San Demetrio Corone,,,Q747074,
Q53962,San Donato di Ninea,,,Q747074,
Q53965,,,,"Q5084
Q192287",
Q53971,San Lorenzo del Vallo,,,Q747074,
Q53974,San Marco Argentano,,,Q747074,
Q53977,San Nicola Arcella,,,Q747074,
Q53981,San Sosti,,,Q747074,
Q53982,,,,"Q5084
Q192287",
Q53987,Santa Caterina Albanese,,,Q747074,
Q53990,Santa Maria del Cedro,,,Q747074,
Q53995,Saracena,,,Q747074,
Q53996,Orlino,,,"Q532
Q192287",
Q53997,Scala Coeli,,,Q747074,
Q54003,Serra Pedace,,,Q747074,
Q54008,Spezzano della Sila,,,Q747074,
Q54010,Mieszko IV Tanglefoot,,,Q5,
Q54011,,,,"Q5084
Q192287",
Q54014,Petrovo (Gatchina district),,,"Q5084
Q192287",
Q54016,Tanacetum,,,Q16521,
Q54022,Stanisław Leszczyński,,"Stanislovas Leščinskis
Stanislav Leszczyński
Stanislaus Leczinski
King of Poland Stanislas I
Stanislas Leszczyński
Stanislas Leszczynski
King of Poland Stanislas Leczinski
Stanislas Leczinski
König Stanisław I. Polen
koning van Polen Stanisław I Leszczynski
King of Poland, Grand Duke of Lorraine and Bar Stanislav I Leszczyński
Citoyen de Geneve Stanislas
król Polski Stanisław Leszczyński
re di Polonia Stanisław I Leszczynski
Stanislaus Leszczyński
Stanislas Leckzinski
King of Poland Stanisław Leszczyński
King of Poland Stanisław I Leszczyński
King of Poland, Grand Duke of Lorraine and Bar Stanislas
roi de Pologne Stanislas I
King of Poland Stanislaw I
King of Poland Stanislav I
",Q5,
Q54026,,,,"Q5084
Q192287",
Q54028,Tortora,,,"Q747074
Q486972",
Q54034,Vaccarizzo Albanese,,,Q747074,
Q54035,Verbicaro,,,Q747074,
Q54036,,,,"Q5084
Q192287",
Q54038,,,,"Q5084
Q192287",
Q54043,,,,"Q2514025
Q192287",
Q54054,Władysław IV Vasa,,"Prince Władysław Vasa
Wladyslaw Vasa
",Q5,
Q54056,Sigismund I the Old,,"Sigismund the Old
roi de Pologne Sigismond I
King of Poland Zygmunt Stary
King of Poland Sigismund I
Zygmunt Stary
King of Poland Zsigmond
re di Polonia Zygmunt I Stary
król Polski Zygmunt I Stary
Zygmunt I Stary
",Q5,
Q54067,Category:Monarchs,,,Q4167836,
Q54069,Category:Forms of government,,,Q4167836,
Q54070,Category:Government,分类:政府,,Q4167836,
Q54074,TGOJ,,,Q4830453,
Q54079,Norfolk County,,"Norfolk County, Massachusetts
",Q13410485,
Q54087,Northern Main Line,,,Q728937,
Q54088,Main Line Through Upper Norrland,,,Q728937,
Q54092,Värmland Line,,,Q728937,
Q54099,Lecompte,,"Lecompte, Louisiana
",Q15127012,
Q54114,boulevard,,,,Q79007
Q54117,Carhué,,,Q486972,
Q54118,Azul,,,"Q515
Q5770918",
Q54124,Corinthian order,,,,Q217175
Q54129,International Labour Organization,,"Organisation internationale du travail
Iyu
","Q484652
Q15925165",
Q54133,,,,"Q2514025
Q192287",
Q54135,,,,"Q2514025
Q192287",
Q54146,,,,"Q5084
Q192287",
Q54151,Everett,,"Everett, Massachusetts
",Q515,
Q54159,Lesser Poland Voivodeship,,"Małopolska Province
",Q150093,
Q54162,Long March 3A,,"Chang Zheng 3A
CZ-3A
LM-3A",,Q53665
Q54166,Cologne University of Applied Sciences,科隆应用技术大学,,Q1365560,
Q54174,Patata,,"Woburn, Massachusetts
",Q515,
Q54179,Methuen,,,Q515,
Q54184,Warmian-Masurian Voivodeship,,,Q150093,
Q54185,Leominster,,"Leominster, Massachusetts
",Q515,
Q54198,Category:Masovian Voivodeship,,,Q4167836,
Q54201,Category:Opole Voivodeship,,,Q4167836,
Q54213,Category:Silesian Voivodeship,,,Q4167836,
Q54214,Category:Świętokrzyskie Voivodeship,,,Q4167836,
Q54232,Oreol 1,,,Q14754897,
Q54234,New Haven County,,"New Haven County, Connecticut
",Q13414354,
Q54235,Litchfield County,,"Litchfield County, Connecticut
",Q13414354,
Q54236,Hartford County,,"Hartford County, Connecticut
",Q13414354,
Q54238,Middlesex County,,"Middlesex County, Connecticut
",Q13414354,
Q54239,Othonoi,,"Othoni
Othoní
Fanò
Thonuzi
",Q23442,
Q54240,New London County,,"New London County, Connecticut
",Q13414354,
Q54248,Bussières,,,Q484170,
Q54251,Windham County,,"Windham County, Connecticut
",Q13414354,
Q54252,Avot,,,Q484170,
Q54255,Incheon International Airport Station,,,Q55488,
Q54257,Geomam Station,黔岩站,,Q55488,
Q54258,Washington County,,"Washington County, Rhode Island
South County
",Q13414764,
Q54259,Klingon,,,"Q1700422
Q918036",
Q54260,Newport County,,"Newport County, Rhode Island
",Q13414764,
Q54267,Hongik University Station,弘大入口站,,Q55488,
Q54276,Woonsocket,,"Woonsocket, Rhode Island
",Q1093829,
Q54278,list of Star Wars: Knights of the Old Republic characters,,,Q13406463,
Q54279,,,,,
Q54287,RSD-10 Pioneer,,"Pioneer
15Zh45
SS-20 Saber
Saber",Q392893,
Q54295,Ulsan Station,,,Q55488,
Q54298,Cheonan Station,,,Q55488,
Q54302,Uiwang Station,,,Q55488,
Q54303,Geumjeong Station,,,Q55488,
Q54304,Star Wars Rogue Squadron III: Rebel Strike,,"Star Wars: Rogue Squadron III: Rebel Strike
",Q7889,
Q54305,Hwaseo Station,,,Q55488,
Q54306,Suwon Station,,,Q55488,
Q54310,Seodongtan Station,西东滩站,,"Q55488
Q55485",
Q54311,Skywalker family,,,,
Q54317,Star Wars,,,Q7889,
Q54321,Stockholms södra,,"Södra Station
Stockholm South Station
Stockholm South
Stockholm S
","Q55488
Q55491",
Q54329,Star Wars: The Empire Strikes Back,,,Q7889,
Q54330,Super Star Wars: The Empire Strikes Back,,"Super Empire Strikes Back
",Q7889,
Q54331,Return of the Jedi: Death Star Battle,,"Star Wars:  Return of the Jedi: Death Star Battle
",Q7889,
Q54335,Super Star Wars: Return of the Jedi,,,Q7889,
Q54339,Trollhättan,,,Q12813115,
Q54347,RazakSAT,,,Q854845,
Q54351,Lee Seung-cheol,,"Lee Seung-chul
이승철
",Q5,
Q54353,Yoon Gun,,,Q5,
Q54363,Saturn V,,,,Q1285723
Q54374,Submillimeter Wave Astronomy Satellite,亚毫米波天文卫星,,Q148578,
Q54382,Challenger,挑戰者號太空梭,"Space Shuttle Challenger
OV-099
OV099
Orbiter Vehicle 99
STS Challenger STA-099/OV-099",Q1064394,
Q54386,"Infanta Elena, Duchess of Lugo",艾蓮娜,"Amiga de Yolandavalsim
",Q5,
Q54396,1974 Brazilian Grand Prix,,,Q7961,
Q54397,1975 Brazilian Grand Prix,,,Q7961,
Q54398,1976 Brazilian Grand Prix,,,Q7961,
Q54403,1981 Brazilian Grand Prix,,,Q7961,
Q54404,1982 Brazilian Grand Prix,,,Q7961,
Q54407,1985 Brazilian Grand Prix,,,Q7961,
Q54411,1989 Brazilian Grand Prix,,,Q7961,
Q54414,1992 Brazilian Grand Prix,,,Q7961,
Q54416,1994 Brazilian Grand Prix,,,Q7961,
Q54434,War of Jenkins' Ear,,,Q198,
Q54444,Sullivan County,沙利文縣,"Sullivan County, New Hampshire
",Q13414753,
Q54445,Grafton County,格拉夫頓縣,"Grafton County, New Hampshire
",Q13414753,
Q54462,Orani,,,Q24764,
Q54463,Orion,,,Q24764,
Q54467,Atypoidea,,,Q16521,
Q54470,Cyrtauchenioidea,,,Q16521,
Q54474,Mecicobothrioidea,,,Q16521,
Q54475,Migoidea,,,Q16521,
Q54484,Corinnoidea,,,Q16521,
Q54488,Darling Harbour,達令港,,Q283202,
Q54491,Citigroup Centre,,,Q18142,
Q54492,Deutsche Bank Place,,,Q18142,
Q54498,Casabona,,,Q747074,
Q54499,Castelsilano,,"Casino
",Q747074,
Q54507,Governor Phillip Tower,,,Q18142,
Q54509,Isola di Capo Rizzuto,,,Q747074,
Q54519,Santa Severina,,,Q747074,
Q54520,Savelli,,,Q747074,
Q54521,Scandale,,,Q747074,
Q54525,Robert Kendrick,,,Q5,
Q54530,Johan Kriek,,,Q5,
Q54536,Todd Martin,托德·馬丁,"Todd Christopher Martin
",Q5,
Q54540,Chuck McKinley,,"Charles Robert McKinley
",Q5,
Q54542,Grace Min,,,Q5,
Q54545,Martina Navratilova,玛蒂娜·纳芙拉蒂洛娃,,Q5,
Q54547,Sarah Palfrey Cooke,,"Sarah Palfrey
Sarah Hammond Palfrey
",Q5,
Q54554,Baliuag,,,Q24764,
Q54557,Agnana Calabra,,,Q747074,
Q54559,"Anoia, Calabria",,,Q747074,
Q54563,Bagaladi,,,Q747074,
Q54570,"Bova, Calabria",,,Q747074,
Q54588,Candidoni,,,Q747074,
Q54589,Guiguinto,,,Q24764,
Q54590,Canolo,,,"Q747074
Q486972",
Q54591,Caraffa del Bianco,,,Q747074,
Q54592,Hagonoy,,,Q24764,
Q54595,Marilao,,,Q24764,
Q54603,Cittanova,,,Q747074,
Q54614,Gioia Tauro,,,Q747074,
Q54618,Laureana di Borrello,,,Q747074,
Q54619,Locri,,,Q747074,
Q54625,Melicuccà,,,"Q747074
Q486972",
Q54626,Melito di Porto Salvo,,,Q747074,
Q54634,Pazzano,,,Q747074,
Q54638,Portigliola,,,Q747074,
Q54642,Roccella Ionica,,"Roccella Jonica
Roccella
",Q747074,
Q54650,San Luca,,,Q747074,
Q54654,Pam Shriver,,,Q5,
Q54655,San Roberto,,,Q747074,
Q54659,Sant'Eufemia d'Aspromonte,,,Q747074,
Q54664,Santo Stefano in Aspromonte,,,Q747074,
Q54670,Sloane Stephens,,,Q5,
Q54671,Fred Stolle,,,Q5,
Q54675,May Sutton,,,Q5,
Q54690,Ellsworth Vines,,,Q5,
Q54698,Briatico,,,Q747074,
Q54699,Brognaturo,,,Q747074,
Q54713,Gerocarne,,,Q747074,
Q54716,Karl Gussow,,"Carl Gussow
",Q5,
Q54718,"Yle, the Finnish Broadcasting Company",,"Yleisradio
YLE
Yleisradio Oy
Finnish Broadcasting Company
O.Y. Suomen Yleisradio – A.B. Finlands Rundradio
Oy Suomen Yleisradio Ab
Oy Yleisradio Ab
Oy. Yleisradio Ab.
Rundradion
","Q14350
Q1616075
Q26398",
Q54729,Pizzoni,,,"Q747074
Q486972",
Q54730,Polia,,,Q747074,
Q54731,Ricadi,,,Q747074,
Q54734,San Calogero,,,Q747074,
Q54735,San Costantino Calabro,,,Q747074,
Q54736,San Gregorio d'Ippona,,,Q747074,
Q54742,Soriano Calabro,,,Q747074,
Q54747,Tropea,,,Q747074,
Q54754,Zungri,,,Q747074,
Q54756,Sandviken,,,Q12813115,
Q54763,San Miguel,,,Q24764,
Q54764,Västervik,,,Q515,
Q54765,San Rafael,,,"Q15284
Q24764",
Q54766,Falkenberg,法尔肯贝里,"Falkenberg
",Q12813115,
Q54771,Värnamo,,,Q3957,
Q54776,Brycinus jacksonii,,,Q16521,
Q54779,Tarasino,,,"Q5084
Q192287",
Q54781,Tarovitsy,,,"Q5084
Q192287",
Q54788,,,,"Q2514025
Q192287",
Q54789,,,,"Q2514025
Q192287",
Q54793,Estadio Palmaseca,,,Q1154710,
Q54798,Cornelius,,"Pope Cornelius
",Q5,
Q54801,Politics Can Be Different,,"LMP
Lehet Más a Politika
",Q7278,
Q54814,Chikino,,,"Q5084
Q192287
Q12292478",
Q54822,,,,"Q5084
Q192287",
Q54824,Onza,,"Ontsa
",Q4022,
Q54834,Danny Latza,,,Q5,
Q54836,Molly Sandén,,https://en.wikipedia.org/wiki/Molly_Sand%C3%A9n,Q5,
Q54848,Star Wars: The Clone Wars – Jedi Alliance,,,Q7889,
Q54854,Angry Birds Star Wars,,,Q7889,
Q54860,Walt Disney Records,,,Q18127,
Q54862,Star Wars Battlefront,,Star Wars Battlefront 3,Q7889,
Q54869,Star Wars: Battlefront,,,Q7058673,
Q54870,Star Wars Battlefront: Elite Squadron,,,Q7889,
Q54871,SPARQL,,"SPARQL Protocol and RDF Query Language
","Q9143
Q6138701
Q15836568
Q466981",
Q54873,Iniidae,,,Q16521,
Q54877,Valdeganga,,,Q2074737,
Q54878,Mahora,,,Q2074737,
Q54881,Classical genetics,,,,
Q54882,Serpis,,,Q4022,
Q54887,Vrouw Maria,,,Q11446,
Q54888,Cuenca Province,,,Q162620,
Q54911,Scytodoidea,,,Q16521,
Q54919,Virtual International Authority File,虚拟国际规范文档,"VIAF
",Q36524,
Q54920,Titanoecoidea,,,Q16521,
Q54924,San Sebastián Gipuzkoa BC,,,Q13393265,
Q54926,Basket Zaragoza 2002,,"CAI Zaragoza
Basket Zaragoza 2002 S. A. D.",Q13393265,
Q54930,CB Sevilla,,,Q13393265,
Q54932,Ciudad Real Province,雷阿尔城省,"Province of Ciudad Real
",Q162620,
Q54938,National Police Hospital Station,,,Q55488,
Q54946,Euagrinae,,,Q16521,
Q54947,Ischnothelinae,,,Q16521,
Q54952,Linothele,,,Q16521,
Q54953,Trechona,,,Q16521,
Q54961,Harrow,,"Harrow, London
",Q2755753,
Q54965,Marzano Appio,马尔扎诺阿皮奥,,Q747074,
Q54971,Ewa chce spać,,,Q11424,
Q54975,Kiler-ów 2-óch,,,Q11424,
Q54976,Kingsajz,,,Q11424,
Q54978,Małżeństwo z rozsądku,,,Q11424,
Q54982,Nic śmiesznego,,,Q11424,
Q54988,FC Baku,,"FK Baku
",Q476028,
Q54995,Aiello del Sabato,,,Q747074,
Q54996,Altavilla Irpina,,,Q747074,
Q54999,Aquilonia,,"Aquidonia
",Q747074,
Q55000,Ariano Irpino,,,Q747074,
Q55004,Kurt Weill,,,Q5,
Q55007,Bisaccia,,,Q747074,
Q55029,Chiusano di San Domenico,,,Q747074,
Q55046,Lapio,,,"Q747074
Q486972",
Q55049,Luogosano,,,Q747074,
Q55051,Marzano di Nola,,,Q747074,
Q55052,Melito Irpino,,,Q747074,
Q55053,Mercogliano,,,Q747074,
Q55073,Nusco,,,Q747074,
Q55075,Pago del Vallo di Lauro,,,Q747074,
Q55077,Paternopoli,,,Q747074,
Q55079,Pietradefusi,,,Q747074,
Q55081,Prata di Principato Ultra,,,Q747074,
Q55087,Rotondi,,,Q747074,
Q55088,Larvotto,,,"Q55116
Q23901114",
Q55089,"Saint Roman, Monaco",,"La Rousse/Saint Roman
","Q55116
Q23901114",
Q55090,Salza Irpina,,,Q747074,
Q55091,San Mango sul Calore,,,Q747074,
Q55093,San Michele di Serino,,,Q747074,
Q55096,San Potito Ultra,,,Q747074,
Q55100,Sant'Angelo a Scala,,,Q747074,
Q55102,La Colle,,,Q55116,
Q55115,Monaco-Ville,,,"Q55116
Q23901112",
Q55116,quarter of Monaco,摩纳哥行政区划,"ward of Monaco
",,"Q15646733
Q123705
Q10864048"
Q55122,Summonte,,,Q747074,
Q55126,Taurasi,,,Q747074,
Q55128,Torella dei Lombardi,,,Q747074,
Q55131,Yacht Club de Monaco,,,,
Q55133,Trevico,,,Q747074,
Q55134,Tufo,,,Q747074,
Q55139,Villanova del Battista,,,Q747074,
Q55145,"MetaLab, Ltd.",,"MetaLab
",Q4830453,
Q55147,Playhouse on the Square,,,Q24354,
Q55148,YoLo Frozen Yogurt,,"YoLo
YoLo Froyo
",Q4830453,
Q55150,Sears Crosstown Building,,,Q811979,
